lokasi,judul,harga_bersih,kamar_tidur,kamar_mandi,luas_tanah_m2,luas_bangunan,tanggal_clean,kecamatan
"Araya, Malang",HARGA MURAH DIJUAL RUMAH DI ARAYA GOLF CLASSIC MODERN SIAP HUNI  LT : 240 M²  LB : 400 M² 2 LANTAI KAMAR TIDUR 4 + 2 KAMAR MANDI 4 + 1 ROOFTOP  S...,2500000000.0,5.0,4.0,240.0,400.0,2026-04-15,Blimbing
"Sukun, Malang","Dijual rumah di perumahan Tidar, Malang. Lokasi tidak jauh dari beberapa Universitas terkemuka di Malang (Universitas Machung, Universitas Brawijay...",1300000000.0,2.0,1.0,120.0,75.0,2026-04-15,Sukun
"Araya, Malang",Spesifikasi: Rumah Dijual di Araya Golf Malang (rumah selesai bangun di bulan juni-juli 2026)  Luas tanah 180 m² Tipe 260 m² (with rooftop) Kamar...,3100000000.0,4.0,3.0,180.0,260.0,2026-04-15,Blimbing
"Araya, Malang",2 Lantai LT 872 m² LB 600 m² Surat HGB Perabotan Non Furnished Posisi Hook (corner)  Harga Jual (Rp) 12.500.000.000 Total  Please contact me Rich...,12500000000.0,4.0,1.0,872.0,600.0,2026-04-15,Blimbing
"Sukun, Malang","Dijual Rumah Siap Huni di Perumahan Mulyorejo Residence, Sukun Malang  Luas Tanah 98 m² Dimensi 7 x 14 m Luas Bangunan 60 m²  1 Lantai Kamar Tidu...",590000000.0,2.0,1.0,98.0,60.0,2026-04-15,Sukun
"Araya, Malang",DIJUAL RUMAH BARU SIAP HUNI MINIMALIS MODERN BARU 2 LANTAI SIAP HUNI DAERAH ARAYA GOLF MALANG   LUAS TANAH 300  LUAS BANGUNAN 500 KAMAR TIDUR 5+1  ...,4900000000.0,5.0,5.0,300.0,500.0,2026-04-15,Blimbing
"Blimbing, Malang",Spesifikasi: Luas tanah : 280 m²  Luas Bangun : 250 m² Dimensi : 10 x 28 m Lantai  : 2 lantai Status setifikat : SHGB Menghadap : Barat Daya Kama...,3200000000.0,3.0,2.0,280.0,250.0,2026-04-15,Blimbing
"Dieng, Malang","Dijual Rumah Ready di Malang Kota. 8 menit ke Malang City Point, Cybermall Dieng 10 menit ke MOG, Universitas Brawijaya. Perumahan Nol Jalan Raya d...",670000000.0,3.0,1.0,95.0,110.0,2026-04-15,Sukun
"Dieng, Malang","Dijual rumah full furnish, kondisi perabotan masih bagus. Lokasi di Mulyorejo, Kota Malang. Hanya 8 menit ke Cybermall Dieng, dan Universitas Merde...",375000000.0,2.0,1.0,72.0,72.0,2026-04-15,Sukun
"Sukun, Malang","Rumah Klasik dekat Alun-Alun Kota Malang, Pasar Besar, RST. Spesifikasi : LT 223 m2 LB 250 m2 2 lantai KT : 4 KM : 4 Garasi 2 mobil Carport 1 mobil...",2100000000.0,4.0,4.0,223.0,250.0,2026-04-15,Sukun
"Rampal Celaket, Malang","Rumah 2 lantai di Rampal Celaket, Malang.  Dijual  dan disewakan rumah di wilayah yang asri. Properti 2 lantai ini berada di lingkungan strategis. ...",860000000.0,2.0,2.0,85.0,95.0,2026-04-15,Klojen
"Lowokwaru, Malang",Dijual rumah bagus Permata Jingga Sukarno Hatta Malang  Luas tanah 82 m2 dengan 3 kamar tidur dan 2 lantai Rumah dijual full furnish Ruang jemuran ...,1750000000.0,3.0,2.0,82.0,92.0,2026-04-15,Lowokwaru
"Klojen, Malang","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Klojen, Malang.  Rumah ini menawarkan lokasi yang strategis s...",4000000000.0,22.0,11.0,296.0,500.0,2026-04-15,Klojen
"Tidar, Malang","DIJUAL RUMAH BARU SIAP HUNI LOKASI PERUMAHAN TIDAR , KOTA MALANG   Harga : 925.000.000  - Luas Tanah 108 m2 (8 x 13.5) - Luas Bangunan 88 m2 - 1 La...",925000000.0,3.0,2.0,108.0,88.0,2026-04-15,Sukun
"Araya, Malang","DIJUAL RUMAH BARU MODERN MINIMALIS  LOKASI BERADA DI KAWASAN ELIT PERUM ARAYA GOLF , MALANG  (On Progres - Terima Jadi Siap Huni)   Harga : 3.1 Mil...",3100000000.0,5.0,5.0,200.0,256.0,2026-04-15,Blimbing
"Klojen, Malang","Rumah bergaya minimalist modern di Klojen.  Miliki rumah 2 lantai yang modern ini,  dijual dengan pemandangan asri yang menambah nilai estetika di ...",800000000.0,2.0,2.0,69.0,78.0,2026-04-15,Klojen
"Lowokwaru, Malang","Rumah Murah Luas 159 m2 Area Ikan Piranha Suhat  Lokasi dekat dengan jalan soekarno hatta, pusat perbelanjaan, rumah sakit, pom bensin dan beberapa...",990000000.0,4.0,2.0,159.0,110.0,2026-04-15,Lowokwaru
"Araya, Malang","Rumah Mewah Jalan Kembar Bouelavrd Araya Golf Ada Kolam Renang
 
 Kawasan elite di kota Malang mudah diakses dan jalanan yang lebar.
 Fasilitas san...",5200000000.0,4.0,3.0,370.0,400.0,2026-04-15,Blimbing
"Blimbing, Malang","Rumah Bagus Lokasi Nyaman Area Perumahan Poros Jalan Sulfat Blimbing.  Lokasi berada di area perumahan Sulfat, mudah diakses dan row jalanan yang l...",1100000000.0,5.0,2.0,150.0,170.0,2026-04-15,Blimbing
"Blimbing, Malang",Rumah Murah luas 300 m2 Row Jalan Kembar di Boulevard Araya Golf  Kawasan elite di kota Malang mudah diakses dan jalanan yang lebar. Fasilitas sang...,3700000000.0,4.0,4.0,300.0,250.0,2026-04-15,Blimbing
"Lowokwaru, Malang","Spesifikasi: Luas tanah 150 m² Luas bangunan 120 m² Bangunan 1,5 lantai Kamar Tidur  3 Kamar Mandi 2  Listrik 4500 W   Air PDAM Hadap Barat Daya ...",1100000000.0,3.0,2.0,150.0,120.0,2026-04-15,Lowokwaru
"Tidar, Malang",Spesifikasi  Legalitas : Sertifikat Hak Milik (SHM) IMB/PBG : Ready Luas Tanah : 194 m² Luas Bagunan : 90 m² Kamar Tidur : 3 Kamar Mandi : 2 List...,2650000000.0,3.0,2.0,194.0,90.0,2026-04-15,Sukun
"Lowokwaru, Malang","Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Lowokwaru, Malang.  Rumah ini menawarkan kelengkapan fasil...",995000000.0,2.0,2.0,112.0,80.0,2026-04-15,Lowokwaru
"Araya, Malang",Turun Harga 300Jt‼️ Rumah Minimalis Strategis dekat Indomaret bisa untuk Usaha di Araya Malang  Luas tanah : 105 M2 (5*21) Luas bangunan : 156 ...,1400000000.0,2.0,2.0,105.0,156.0,2026-04-15,Blimbing
"Blimbing, Malang",Spesifikasi : SHM & IMB Luas Tanah 117M  Dimensi 13M x 9M Luas Bangunan 132M Kamar Tidur 4 Kamar Mandi 2 Ruang Tamu Ruang Keluarga Dapur Tandon Tem...,1550000000.0,4.0,2.0,117.0,132.0,2026-04-15,Blimbing
"Blimbing, Malang",Bengkel AHASS aktif lengkap dengan semua perijinan. Bangunan bengkel 2 lantai. Ada 5 pitstop. Area Malang kota dengan  jalan akses kontainer .,4700000000.0,3.0,5.0,265.0,300.0,2026-04-15,Blimbing
"Sawojajar, Malang","DIJUAL RUMAH SIAP HUNI - SAWOJAJAR 1, KOTA MALANG  Lokasi strategis, akses mudah, lingkungan nyaman, dan cocok untuk hunian keluarga.   Keunggulan ...",1400000000.0,4.0,2.0,120.0,120.0,2026-04-15,Kedungkandang
"Tidar, Malang","RUMAH FULL FURNISHED SIAP HUNI area TIDAR, MALANG Lokasi Strategis – dekat area kampus, pusat kuliner, perumahan elit, dan akses jalan utama. Spe...",899000000.0,3.0,3.0,84.0,140.0,2026-04-15,Sukun
"Kedungkandang, Malang","RUMAH DIJUAL - SIAP HUNI & SIAP BALIK NAMA!   Perumahan Bulan Terang Utama - Kota Malang   Harga: Rp 430 Juta (Nego)   Rumah nyaman, lokasi strateg...",430000000.0,2.0,1.0,65.0,40.0,2026-04-15,Kedungkandang
"Lowokwaru, Malang","Kesempatan emas memiliki rumah siap huni di kawasan favorit Cengger Ayam, Lowokwaru, Kota Malang. Kondisi rumah sudah semi furnish, tinggal bawa ko...",1700000000.0,4.0,2.0,150.0,225.0,2026-04-15,Lowokwaru
"Sukun, Malang","DIJUAL RUMAH ISTANA DIENG TIMUR BANDULAN SUKUN MALANG, JAWA TIMUR
 
 DIJUAL Rp. 3.5 M
 
 LT : 200 M2
 LB : 175 M2
 
 SHM
 HADAP TIMUR
 
 RUMAH 1 LA...",3500000000.0,3.0,4.0,200.0,175.0,2026-04-15,Sukun
"Dieng, Malang","Dijual rumah minimalis modern daerah Mulyorejo, dekat dengan Dieng, Kota Malang. Rumah sangat terawat, lingkungan tenang, asri, sangat nyaman dan a...",500000000.0,2.0,1.0,72.0,50.0,2026-04-15,Sukun
"Villa Puncak Tidar, Malang","Rumah Bangunan Istimewa di Citraland Puncak Tidar  * Ada Mezanine yg Luas * Include 3 AC, 2 Water Heater & Gorden * Ada Rooftop * Bagian belakang S...",2300000000.0,2.0,2.0,105.0,105.0,2026-04-15,Sukun
"Klojen, Malang",DIJUAL  SHM Rumah 1 lantai Luas Tanah = 635 m2 (12x50) Luas Bangunan = 300 m2 Kamar Tidur = 5 + 1 Kamar Mandi = 2 + 1 Dapur Garasi 1 mobil Carport ...,15000000000.0,6.0,3.0,635.0,300.0,2026-04-15,Klojen
"Araya, Malang",Spesifikasi: Luas Tanah 121 m2 (8*15) Luas Bangunan 100 m2 Kamar Tidur 2+1 Kamar Mandi 2+1 Ruang Tamu  Dapur  PDAM Listrik 1300 W Orientasi Selatan...,1500000000.0,2.0,2.0,121.0,100.0,2026-04-15,Blimbing
"Sukun, Malang","Spesifikasi: Luas tanah 290 m² Luas bangunan 100 m² Kamar tidur 5 Kamar mandi 2 Sertifikat Hak Milik Harga 3,45 M  Keunggulan: ✅️ Selangkah d...",3450000000.0,5.0,2.0,290.0,100.0,2026-04-15,Sukun
"Araya, Malang","DIJUAL RUMAH MEWAH KLASIK FULL FURNISHED DI PERUMAHAN ELIT ARAYA BLIMBING, KOTA MALANG   Luas Tanah 540M (22x24.5) Luas Bangunan 600M Lantai 2 Kama...",7250000000.0,6.0,6.0,540.0,600.0,2026-04-15,Blimbing
"Buring, Malang",Aset Property Lelang Powered by Mandiri Lelang,868000000.0,2.0,2.0,96.0,60.0,2026-04-15,Kedungkandang
"Kedungkandang, Malang",Aset Property Lelang Powered by Bank Mandiri,555000000.0,2.0,1.0,90.0,38.0,2026-04-15,Kedungkandang
"Sulfat, Malang",Luas tanah : 150m2 Luas bangunan : 70m2 Kamar tidur : 5 Kamar mandi : 2 Hadap : Selatan Row Jalan : mobil bebas simpangan  Fasilitas lainnya : carp...,1100000000.0,5.0,2.0,150.0,70.0,2026-04-15,Blimbing
"Oro-Oro Dowo, Malang","Rumah dijual Bangunan Design kolonial. Lokasi Di gunung gunung Jl Ijen area jl Guntur , Kel Oro oro dowo malang selangkah ke Jl Ijen Boulevard 2 me...",11000000000.0,7.0,5.0,578.0,220.0,2026-04-15,Klojen
"Rampal Celaket, Malang",Rumah di wilayah yang asri dengan pemandangan Lokasi dipusat kota. Properti 1 lantai ini berada di lingkungan yang mudah dijangkau.  Kategorinya ad...,2550000000.0,3.0,2.0,407.0,180.0,2026-04-15,Klojen
"Dieng, Malang",Spesifikasi: Legalitas SHM on hands Hadap Utara Luas Tanah 76mtr  Dimensi 7m x 11m Luas Bangunan -/+ 60mtr Kamar Tidur 2 Kamar Mandi 1 Listrik 1300...,750000000.0,2.0,1.0,76.0,60.0,2026-04-15,Sukun
"Dieng, Malang",Spesifikasi: Legalitas SHM & IMB Hadap Utara Luas Tanah 126 mtr Luas Bangunan 220 mtr Bangunan 2 Lantai Kamar Tidur 3+1 Kamar Mandi 3+1  (1 KM di d...,2500000000.0,3.0,3.0,126.0,220.0,2026-04-15,Sukun
"Kedungkandang, Malang","Spesifikasi: Luas Tanah : 107 m² Dimensi : 8 x 13,3m Luas Bangunan : 80 m² Kamar Tidur : 2 Kamar Mandi : 2 (1 di dalam) Carport : 1 Listrik : 130...",800000000.0,2.0,2.0,107.0,80.0,2026-04-15,Kedungkandang
"Lowokwaru, Malang","Dijual rumah 2 lantai area Soehat. 
 Pondasi disiapkan untuk 3 lantai. Atap lantai 2 sebagian dak cor.
 Dengan 5 KT dan 4 KM serta banyak area luas...",2300000000.0,5.0,4.0,142.0,240.0,2026-04-15,Lowokwaru
"Klojen, Malang","Spesifikasi: Lokasi Strategis di Pusat Kota Malang (Dekat ke Ijen, MOG, Kawi)  Luas Tanah 427m2 Dimensi 15m x 28,5m Luas Bangunan 350m2 Bangunan 1,...",8000000000.0,4.0,4.0,427.0,350.0,2026-04-15,Klojen
"Araya, Malang","8x20, 2lt semi furnish, timur laut, ac , water heater , kitchen set, cluster greenwood golf , hgb, ppdam , sumur, cash only",2500000000.0,4.0,2.0,162.0,120.0,2026-04-15,Blimbing
"Sukun, Malang","Rumah bergaya minimalis di Janti  Cek segera rumah 2 lantai yang nyaman ini,  dijual dengan pemandangan asri yang menambah nilai estetika di lingku...",850000000.0,3.0,1.0,102.0,90.0,2026-04-15,Sukun
"Lowokwaru, Malang",RUMAH BANGUNAN LAMA DAN LUAS DI DAERAH BUNGA-BUNGA  Jual Rumah JL. BUNGA FLAMBOYAN - Malang LT 469 LB 300 KT 4 KM 3 Dimensi 20 x 23 Listrik 3500 Rp...,3500000000.0,4.0,3.0,469.0,300.0,2026-04-15,Lowokwaru
"Dieng, Malang",RUMAH 2 LANTAI MURAH DI BUKIT DIENG MALANG  Jual Rumah BUKIT DIENG - Malang LT 135 LB 170 KT 3+1 KM 2+1 Dimensi 9 x 15 Listrik 2200 Rp 1.700.000.00...,1700000000.0,3.0,2.0,135.0,170.0,2026-04-15,Sukun
"Sulfat, Malang",RUMAH BARU RENOVASI SIAP HUNI DI SULFAT Jual Rumah SIMPANG SULFAT SELATAN - Malang LT 116 LB 75 KT 3 KM 2 Dimensi 8 x 14 Listrik 1300 Rp 975.000.00...,975000000.0,3.0,2.0,116.0,75.0,2026-04-15,Blimbing
"Sawojajar, Malang",RUMAH APIK 4 KAMAR DI SAWOJAJAR MALANG Jual Rumah DANAU-DANAU SAWOJAJAR 1 - Malang LT 300 LB 238 KT 4+1 KM 2+1 Dimensi 12 x 25 Listrik 1300 Rp 2.00...,2000000000.0,4.0,2.0,300.0,238.0,2026-04-15,Kedungkandang
"Klojen, Malang","Rumah Dijual Malang Rumah Siap Huni
 5 kamar tidur
 1 kamar tidur pembantu
 2 kamar mandi
 1 dapur
 2 carpot
 1 ruang tamu
 1 ruang keluarga
 1 gud...",2150000000.0,5.0,2.0,253.0,200.0,2026-04-15,Klojen
"Sulfat, Malang","Rumah For Sell Malang Rumah 1 lantai di Sulfat Agung
 lingkungan perumahan yang aman dan nyaman
 700 m dr RSIA Puri Bunda
 dekat dengan beberapa le...",675000000.0,2.0,1.0,109.0,90.0,2026-04-15,Blimbing
"Araya, Malang","Rumah Dijual Malang Rumah full furnished di Araya
 one gate system, security 24 jam
 lingkungan perumahan yang tenang dan nyaman
 desain rumah mode...",2200000000.0,3.0,3.0,120.0,118.0,2026-04-15,Blimbing
"Araya, Malang","Rumah Dijual Malang Rumah di Raya Greenwood Golf Malang
 \u2705 one gate system, security 24 jam
 \u2705 lingkungan kluster yang aman dan nyaman
 \...",5900000000.0,5.0,6.0,300.0,520.0,2026-04-15,Blimbing
"Sukun, Malang","Rumah di daerah Sukun lokasi pemukiman yang aman dan nyaman dekat RST Soepraoen 2,4 km ke alun-alun merdeka harga bisa nego",900000000.0,4.0,2.0,226.0,200.0,2026-04-15,Sukun
"Araya, Malang","Rumah For Sell Malang Rumah baru 2 lantai di Pondok Blimbing Indah
 model rumah modern minimalis
 lingkungan perumahan yang aman
 dekat Plaza Araya...",1900000000.0,4.0,3.0,144.0,180.0,2026-04-15,Blimbing
"Tidar, Malang","Rumah Dijual Malang Rumah terawat 2 lantai di Tidar
 lokasi strategis, 15 menit ke pusat kota
 dekat SMAK St Albertus, STIKI
 dekat Univ Machung, C...",2300000000.0,5.0,3.0,236.0,266.0,2026-04-15,Sukun
"Villa Puncak Tidar, Malang","Rumah premium siap huni di VPT
 one gate system, security 24 jam
 dekat Elpico Food Park
 dekat Universitas Machung
 kayu menggunakan kayu merbau
 ...",3500000000.0,3.0,4.0,172.0,220.0,2026-04-15,Sukun
"Klojen, Malang","Rumah Dijual Malang Rumah klasik posisi hook di daerah gunung-gunung kota Malang
 \u2705 lokasi sangat strategis di tengah kota
 \u2705 lingkungan ...",15000000000.0,4.0,2.0,557.0,350.0,2026-04-15,Klojen
"Klojen, Malang","Rumah Dijual Malang Rumah hook lokasi strategis kota Malang
 \u2705 berada di tepi jalan besar
 \u2705 ada garasi untuk 2 mobil
 \u2705 beberapa la...",11000000000.0,4.0,2.0,683.0,384.0,2026-04-15,Klojen
"Sawojajar, Malang",Dijual Rumah Minimalis 2 Lantai Hook Semi Furnished di Danau Limboto Sawojajar Malang  Luas Tanah 156 (10*16) Luas Bangunan 200 Lantai 2 Kamar Tidu...,1850000000.0,6.0,4.0,156.0,200.0,2026-04-15,Kedungkandang
"Lowokwaru, Malang","Rumah Murah Hitung Tanah Area Perumahan Nusa Indah Suhat Luas 353 m2  Lokasi dekat dengan jalan soekarno hatta, pusat perbelanjaan, rumah sakit, po...",3000000000.0,3.0,2.0,353.0,250.0,2026-04-15,Lowokwaru
"Mulyorejo, Malang","JUAL Rumah Dharmahusada Regency ,2 Lantai,SHM,Siap Huni,Surabaya Timur  Dimensi : 12 x 25 Luas Tanah : 300 m² Luas Bangunan : 280 m² 2 Lantai Kam...",8000000000.0,4.0,3.0,300.0,500.0,2026-04-15,Sukun
"Blimbing, Malang",Spesifikasi: Luas tanah : 300 m² Dimensi: 10x30m Luas bangunan : 210 m² 1 lantai  Kamar tidur : 3 Kamar mandi : 1 Listrik :1300 watt Surat hak mi...,1200000000.0,3.0,1.0,300.0,210.0,2026-04-15,Blimbing
"Blimbing, Malang","Rumah Baru Bagus, Desain Minimalis Modern Lokasi Di PBI Araya  Bangunan terawat dan lokasi strategis  Lokasi dekat ke - kampus binus - plaza dieng ...",1900000000.0,4.0,3.0,145.0,145.0,2026-04-15,Blimbing
"Kedungkandang, Malang",Dijual cepat rumah di Citra Garden buring kota Malang   Luas Tanah 160 m2 Udah renovasi Luas bangunan: 240 m2 Tingkat: 2 lantai Kamar tidur: 4 kama...,1300000000.0,5.0,4.0,160.0,240.0,2026-04-15,Kedungkandang
"Lowokwaru, Malang","Dijual Rumah Full Furnished di Permata Jingga, Malang  Luas tanah 236 m² Luas bangunan 200 m² Bangunan 1 lantai Jumlah kamar tidur 3 Jumlah kamar...",3600000000.0,3.0,3.0,236.0,200.0,2026-04-15,Lowokwaru
"Kauman, Malang","Rumah ini menawarkan kelengkapan fasilitas serta memiliki nilai tepat yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di...",5000000000.0,4.0,4.0,298.0,400.0,2026-04-15,Klojen
"Lowokwaru, Malang",Dijual Rumah di Permata Jingga Malang  Luas tanah 171 m² Luas bangunan 130 m² Dimensi 9 x 19 m Bangunan 1 lantai Jumlah kamar tidur 2+1 Jumlah ka...,2750000000.0,3.0,3.0,171.0,130.0,2026-04-15,Lowokwaru
"Sukun, Malang","Dijual rumah hook 2 lantai tengah kota di jalan Burung-burung, Sukun, Malang  Spesifikasi: Luas tanah : 218 m² (13x16m) Luas bangunan : 300 m² La...",2000000000.0,7.0,4.0,218.0,300.0,2026-04-15,Sukun
"Sawojajar, Malang",Dijual rumah di Spring Hill Sawojajar malang  Luas Tanah : 242 m2 Plus Halaman 10 m2 Luas Bangunan : -/+ 240 m2 2 lantai (bagian belakang) Kamar Ti...,3100000000.0,7.0,4.0,242.0,240.0,2026-04-15,Kedungkandang
"Lowokwaru, Malang","Dijual Rumah Semi Furnished Open Space di Brawijaya Residence, Lowokwaru Malang Open space concept Ada rooftop Ada mushola, service area, ruang ker...",1600000000.0,3.0,2.0,155.0,165.0,2026-04-15,Lowokwaru
"Blimbing, Malang","Dijual Rumah Posisi Hook di Blok Depan Pondok Blimbing Indah, Araya Malang  Luas Tanah 372 m2 Dimensi 15m x 25m Luas Bangunan 250 m2  Kamar Tidur 4...",3800000000.0,5.0,4.0,372.0,250.0,2026-04-15,Blimbing
"Blimbing, Malang",DIJUAL MURAH Rumah Tengah Kota Pondok Indah Estate LA Sucipto Blimbing Malang  Point of Interest :  lingkungan aman dan nyaman security 24 jam  10 ...,700000000.0,2.0,1.0,60.0,74.0,2026-04-15,Blimbing
"Tidar, Malang",DIJUAL RUMAH BARU GREENLAND TIDAR MEWAH SIAP HUNI  Lokasi : PERUMAHAN ELITE  GREENLAND TIDAR KOTA MALANG   KAWASAN HUNIAN PERUMAHAN ELITE YANG NYAM...,1120000000.0,2.0,1.0,90.0,52.0,2026-04-15,Sukun
"Tunggulwulung, Malang","Rumah 2 lantai dengan luas tanah 144m², kondisi rumah bagus dan semi furnished. lokasi nyaman dan aman, strtegis, hanya 5 menit menuju Soekarno Ha...",3100000000.0,3.0,3.0,144.0,155.0,2026-04-15,Lowokwaru
"Lowokwaru, Malang",(H863) Luas Tanah : 212 m2  Luas Bangunan : 370 m2  Kamar Tidur : 5 (1 KM DALAM DAN 2 TERHUBUNG BALKON) Kamar Mandi : 3 (KM LUAR) Lantai : 2 Listri...,4400000000.0,5.0,4.0,212.0,370.0,2026-04-15,Lowokwaru
"Lowokwaru, Malang",Spesifikasi: Luas Tanah 440 m2 Luas Bangunan 300 m2 Listrik 1300 Watt (setiap kamar) (masing-masing kamar) Kamar Tidur 10 Kamar Mandi 10 Air PDAM S...,6000000000.0,10.0,10.0,440.0,300.0,2026-04-15,Lowokwaru
